,회사명,거래소코드,회계년도,매출원가감소율,채울열
0,아우딘퓨쳐스,227610,17-Dec,,78.45
1,아우딘퓨쳐스,227610,18-Dec,,81.48
2,아우딘퓨쳐스,227610,19-Dec,,79.49
0,아이디스,143160,11-Dec,,78.63
1,아이디스,143160,12-Dec,3.125,79.75
2,아이디스,143160,13-Dec,-4.918032787,81.65
3,아이디스,143160,14-Dec,4.6875,81.58
4,아이디스,143160,15-Dec,3.03030303,81.36
5,아이디스,143160,16-Dec,4.347826087,82.3
6,아이디스,143160,17-Dec,-1.470588235,81.2
7,아이디스,143160,18-Dec,0,81.97
8,아이디스,143160,19-Dec,0,81.8
0,아이디스홀딩스,54800,11-Dec,-14.81481481,78.63
1,아이디스홀딩스,54800,12-Dec,-86.20689655,79.75
2,아이디스홀딩스,54800,13-Dec,57.35294118,81.65
3,아이디스홀딩스,54800,14-Dec,5.555555556,81.58
4,아이디스홀딩스,54800,15-Dec,1.369863014,81.36
5,아이디스홀딩스,54800,16-Dec,0,82.3
6,아이디스홀딩스,54800,17-Dec,3.947368421,81.2
7,아이디스홀딩스,54800,18-Dec,-4.109589041,81.97
8,아이디스홀딩스,54800,19-Dec,-2.816901408,81.8
0,아이마켓코리아,122900,11-Dec,,80.81
1,아이마켓코리아,122900,12-Dec,,81.77
2,아이마켓코리아,122900,13-Dec,0,80.31
3,아이마켓코리아,122900,14-Dec,-1.063829787,80.28
4,아이마켓코리아,122900,15-Dec,0,81.66
5,아이마켓코리아,122900,16-Dec,0,82.9
6,아이마켓코리아,122900,17-Dec,1.052631579,82.45
7,아이마켓코리아,122900,18-Dec,0,83.32
8,아이마켓코리아,122900,19-Dec,0,83.47
0,아이비김영,339950,19-Dec,,43.41
0,아이센스,99190,13-Dec,,48.57
1,아이센스,99190,14-Dec,1.724137931,50.39
2,아이센스,99190,15-Dec,-5.454545455,49.29
3,아이센스,99190,16-Dec,-3.773584906,56.81
4,아이센스,99190,17-Dec,5.357142857,64.32
5,아이센스,99190,18-Dec,-1.818181818,63.41
6,아이센스,99190,19-Dec,-1.851851852,64.46
0,아이스크림에듀,289010,19-Dec,,47.1
0,아이쓰리시스템,214430,15-Dec,,81.36
1,아이쓰리시스템,214430,16-Dec,1.298701299,82.3
2,아이쓰리시스템,214430,17-Dec,-1.315789474,81.2
3,아이쓰리시스템,214430,18-Dec,,81.97
4,아이쓰리시스템,214430,19-Dec,,81.8
0,아이씨디,40910,16-Dec,,73.85
1,아이씨디,40910,17-Dec,-6.097560976,75.13
2,아이씨디,40910,18-Dec,-9.333333333,74.77
3,아이씨디,40910,19-Dec,-4.166666667,76.93
4,아이씨디,40910,11-Sep,,77.48
5,아이씨디,40910,12-Sep,,78.73
6,아이씨디,40910,13-Sep,,80.02
7,아이씨디,40910,14-Sep,,81.15
8,아이씨디,40910,15-Sep,,80.98
0,아이앤씨테크놀로지,52860,11-Dec,,78.63
1,아이앤씨테크놀로지,52860,12-Dec,,79.75
2,아이앤씨테크놀로지,52860,13-Dec,23.15789474,81.65
3,아이앤씨테크놀로지,52860,14-Dec,15.17857143,81.58
4,아이앤씨테크놀로지,52860,15-Dec,-53.42465753,81.36
5,아이앤씨테크놀로지,52860,16-Dec,3.947368421,82.3
6,아이앤씨테크놀로지,52860,17-Dec,-24.59016393,81.2
7,아이앤씨테크놀로지,52860,18-Dec,-12.96296296,81.97
8,아이앤씨테크놀로지,52860,19-Dec,8.474576271,81.8
0,아이에스동서,10780,11-Dec,-2.564102564,83.085
1,아이에스동서,10780,12-Dec,3.703703704,80.49
2,아이에스동서,10780,13-Dec,-3.846153846,79.905
3,아이에스동서,10780,14-Dec,-4,80.78
4,아이에스동서,10780,15-Dec,-4.166666667,77.97
5,아이에스동서,10780,16-Dec,1.369863014,79.26
6,아이에스동서,10780,17-Dec,0,81.73
7,아이에스동서,10780,18-Dec,-8.955223881,82.22
8,아이에스동서,10780,19-Dec,11.84210526,84.125
0,아이에스시,95340,11-Dec,-4.761904762,78.63
1,아이에스시,95340,12-Dec,4.545454545,79.75
2,아이에스시,95340,13-Dec,-2.325581395,81.65
3,아이에스시,95340,14-Dec,20.37037037,81.58
4,아이에스시,95340,15-Dec,15.625,81.36
5,아이에스시,95340,16-Dec,5.882352941,82.3
6,아이에스시,95340,17-Dec,-7.936507937,81.2
7,아이에스시,95340,18-Dec,11.26760563,81.97
8,아이에스시,95340,19-Dec,6.578947368,81.8
0,아이에스이커머스,69920,11-Dec,4.545454545,45.165
1,아이에스이커머스,69920,12-Dec,4.347826087,41.78
2,아이에스이커머스,69920,13-Dec,#NAME?,38.49
3,아이에스이커머스,69920,14-Dec,100,44.815
4,아이에스이커머스,69920,15-Dec,-28.20512821,44.245
5,아이에스이커머스,69920,16-Dec,7.142857143,46.28
6,아이에스이커머스,69920,17-Dec,,49.505
7,아이에스이커머스,69920,18-Dec,,47.625
8,아이에스이커머스,69920,19-Dec,,44.52
0,아이에이,38880,11-Dec,26.43678161,78.63
1,아이에이,38880,12-Dec,7.446808511,79.75
2,아이에이,38880,13-Dec,-20.51282051,81.65
3,아이에이,38880,14-Dec,-6.849315068,81.58
4,아이에이,38880,15-Dec,-2.816901408,81.36
5,아이에이,38880,16-Dec,7.792207792,82.3
6,아이에이,38880,17-Dec,1.282051282,81.2
7,아이에이,38880,18-Dec,-2.631578947,81.97
8,아이에이,38880,19-Dec,-1.333333333,81.8
0,아이에이치큐,3560,11-Dec,-6.666666667,71.99
1,아이에이치큐,3560,12-Dec,-5.882352941,72.91
2,아이에이치큐,3560,13-Dec,4.494382022,65.99
3,아이에이치큐,3560,14-Dec,-1.136363636,77.07
4,아이에이치큐,3560,15-Dec,#NAME?,68.27
5,아이에이치큐,3560,16-Dec,,74.71
6,아이에이치큐,3560,17-Dec,,83.56
7,아이에이치큐,3560,18-Dec,,84.29
8,아이에이치큐,3560,19-Dec,,89.85
0,아이엘사이언스,307180,18-Dec,,13.425
1,아이엘사이언스,307180,19-Dec,,43.41
0,아이엠,101390,11-Dec,2.197802198,80.81
1,아이엠,101390,12-Dec,0,81.77
2,아이엠,101390,13-Dec,0,80.31
3,아이엠,101390,14-Dec,1.086956522,80.28
4,아이엠,101390,15-Dec,-3.370786517,81.66
5,아이엠,101390,16-Dec,5.319148936,82.9
6,아이엠,101390,17-Dec,-1.075268817,82.45
7,아이엠,101390,18-Dec,1.063829787,83.32
8,아이엠,101390,19-Dec,3.092783505,83.47
0,아이엠비씨,52220,11-Dec,,9.49
1,아이엠비씨,52220,12-Dec,,39.415
2,아이엠비씨,52220,13-Dec,,36.13
3,아이엠비씨,52220,14-Dec,,32.89
4,아이엠비씨,52220,15-Dec,,8.75
5,아이엠비씨,52220,16-Dec,,8.05
6,아이엠비씨,52220,17-Dec,,7.08
7,아이엠비씨,52220,18-Dec,,0
8,아이엠비씨,52220,19-Dec,,0
0,아이오케이컴퍼니,78860,11-Dec,,5.55
1,아이오케이컴퍼니,78860,12-Dec,,9.16
2,아이오케이컴퍼니,78860,13-Dec,,9.26
3,아이오케이컴퍼니,78860,14-Dec,30.85106383,9.49
4,아이오케이컴퍼니,78860,15-Dec,,26.25
5,아이오케이컴퍼니,78860,16-Dec,,32.73
6,아이오케이컴퍼니,78860,17-Dec,,35.91
7,아이오케이컴퍼니,78860,18-Dec,15.2173913,40.29
8,아이오케이컴퍼니,78860,19-Dec,-19.48051948,47.1
0,아이윈,90150,11-Dec,-1.219512195,86.155
1,아이윈,90150,12-Dec,1.204819277,87.3
2,아이윈,90150,13-Dec,1.19047619,87.315
3,아이윈,90150,14-Dec,-2.43902439,87.805
4,아이윈,90150,15-Dec,2.380952381,86.72
5,아이윈,90150,16-Dec,0,87.335
6,아이윈,90150,17-Dec,-2.43902439,88.505
7,아이윈,90150,18-Dec,1.204819277,89.65
8,아이윈,90150,19-Dec,-5.063291139,89.98
0,아이윈플러스,123010,16-Dec,,82.3
1,아이윈플러스,123010,17-Dec,,81.2
2,아이윈플러스,123010,18-Dec,,81.97
3,아이윈플러스,123010,19-Dec,,81.8
0,아이즈비전,31310,11-Dec,1.098901099,45.165
1,아이즈비전,31310,12-Dec,0,41.78
2,아이즈비전,31310,13-Dec,-4.597701149,38.49
3,아이즈비전,31310,14-Dec,-7.407407407,44.815
4,아이즈비전,31310,15-Dec,3.571428571,44.245
5,아이즈비전,31310,16-Dec,-2.43902439,46.28
6,아이즈비전,31310,17-Dec,-2.5,49.505
7,아이즈비전,31310,18-Dec,-5.263157895,47.625
8,아이즈비전,31310,19-Dec,5,44.52
0,아이진,185490,15-Dec,,0
1,아이진,185490,16-Dec,,3.42
2,아이진,185490,17-Dec,,27.81
3,아이진,185490,18-Dec,,50.99
4,아이진,185490,19-Dec,,50.43
0,아이컴포넌트,59100,11-Dec,,78.63
1,아이컴포넌트,59100,12-Dec,,79.75
2,아이컴포넌트,59100,13-Dec,,81.65
3,아이컴포넌트,59100,14-Dec,,81.58
4,아이컴포넌트,59100,15-Dec,,81.36
5,아이컴포넌트,59100,16-Dec,,82.3
6,아이컴포넌트,59100,17-Dec,,81.2
7,아이컴포넌트,59100,18-Dec,,81.97
8,아이컴포넌트,59100,19-Dec,,81.8
0,아이큐어,175250,18-Dec,,54.69
1,아이큐어,175250,19-Dec,5.714285714,57.6
0,아이크래프트,52460,11-Dec,,76.05
1,아이크래프트,52460,12-Dec,,72.2
2,아이크래프트,52460,13-Dec,,75.75
3,아이크래프트,52460,14-Dec,-1.234567901,79.68
4,아이크래프트,52460,15-Dec,0,81.79
5,아이크래프트,52460,16-Dec,-1.25,82.04
6,아이크래프트,52460,17-Dec,3.614457831,83.55
7,아이크래프트,52460,18-Dec,-1.219512195,84.35
8,아이크래프트,52460,19-Dec,-2.5,82.22
0,아이텍,119830,11-Dec,,73.195
1,아이텍,119830,12-Dec,,76.1
2,아이텍,119830,13-Dec,,73.785
3,아이텍,119830,14-Dec,,82.65
4,아이텍,119830,15-Dec,,89.585
5,아이텍,119830,16-Dec,,84.625
6,아이텍,119830,17-Dec,,79.27
7,아이텍,119830,18-Dec,,75.61
8,아이텍,119830,19-Dec,-1.234567901,74.45
0,아이톡시,52770,11-Dec,,5.55
1,아이톡시,52770,12-Dec,,9.16
2,아이톡시,52770,13-Dec,-42.85714286,9.26
3,아이톡시,52770,14-Dec,8.695652174,9.49
4,아이톡시,52770,15-Dec,,26.25
5,아이톡시,52770,16-Dec,,32.73
6,아이톡시,52770,17-Dec,,35.91
7,아이톡시,52770,18-Dec,,40.29
8,아이톡시,52770,19-Dec,-29.16666667,47.1
0,아이티센,124500,16-Dec,-1.149425287,81.79
1,아이티센,124500,17-Dec,0,82.04
2,아이티센,124500,18-Dec,6.451612903,83.55
3,아이티센,124500,19-Dec,2.105263158,84.35
4,아이티센,124500,15-Mar,,82.22
0,아이티엑스에이아이,99520,11-Dec,,78.63
1,아이티엑스에이아이,99520,12-Dec,,79.75
2,아이티엑스에이아이,99520,13-Dec,,81.65
3,아이티엑스에이아이,99520,14-Dec,,81.58
4,아이티엑스에이아이,99520,15-Dec,,81.36
5,아이티엑스에이아이,99520,16-Dec,,82.3
6,아이티엑스에이아이,99520,17-Dec,,81.2
7,아이티엑스에이아이,99520,18-Dec,,81.97
8,아이티엑스에이아이,99520,19-Dec,,81.8
0,아이티엠반도체,84850,19-Dec,,81.8
0,아즈텍더블유비이,32080,11-Dec,,89.195
1,아즈텍더블유비이,32080,12-Dec,,90.545
2,아즈텍더블유비이,32080,13-Dec,,88.935
3,아즈텍더블유비이,32080,14-Dec,,89.09
4,아즈텍더블유비이,32080,15-Dec,,88.755
5,아즈텍더블유비이,32080,16-Dec,,87.06
6,아즈텍더블유비이,32080,17-Dec,,91.84
7,아즈텍더블유비이,32080,18-Dec,,92.455
8,아즈텍더블유비이,32080,19-Dec,,90.715
0,아진산업,13310,15-Dec,,86.72
1,아진산업,13310,16-Dec,4.819277108,87.335
2,아진산업,13310,17-Dec,1.19047619,88.505
3,아진산업,13310,18-Dec,3.448275862,89.65
4,아진산업,13310,19-Dec,-3.571428571,89.98
0,아진엑스텍,59120,14-Dec,,81.58
1,아진엑스텍,59120,15-Dec,,81.36
2,아진엑스텍,59120,16-Dec,,82.3
3,아진엑스텍,59120,17-Dec,,81.2
4,아진엑스텍,59120,18-Dec,,81.97
5,아진엑스텍,59120,19-Dec,,81.8
0,아톤,158430,19-Dec,,47.1
0,아프리카티비,67160,11-Dec,,5.55
1,아프리카티비,67160,12-Dec,,9.16
2,아프리카티비,67160,13-Dec,,9.26
3,아프리카티비,67160,14-Dec,,9.49
4,아프리카티비,67160,15-Dec,,26.25
5,아프리카티비,67160,16-Dec,,32.73
6,아프리카티비,67160,17-Dec,,35.91
7,아프리카티비,67160,18-Dec,,40.29
8,아프리카티비,67160,19-Dec,,47.1
0,안국약품,1540,11-Dec,18,41.73
1,안국약품,1540,12-Dec,10.71428571,41.84
2,안국약품,1540,13-Dec,-1.818181818,43.25
3,안국약품,1540,14-Dec,5.172413793,44.93
4,안국약품,1540,15-Dec,1.694915254,48.21
5,안국약품,1540,16-Dec,1.666666667,52.51
6,안국약품,1540,17-Dec,-20,52.32
7,안국약품,1540,18-Dec,-6.382978723,54.69
8,안국약품,1540,19-Dec,6,57.6
0,안랩,53800,11-Dec,27.5862069,5.55
1,안랩,53800,12-Dec,12.12121212,9.16
2,안랩,53800,13-Dec,5.714285714,9.26
3,안랩,53800,14-Dec,-25,9.49
4,안랩,53800,15-Dec,-3.703703704,26.25
5,안랩,53800,16-Dec,-3.846153846,32.73
6,안랩,53800,17-Dec,-13.04347826,35.91
7,안랩,53800,18-Dec,-21.05263158,40.29
8,안랩,53800,19-Dec,#NAME?,47.1
0,안트로젠,65660,16-Dec,,52.51
1,안트로젠,65660,17-Dec,,52.32
2,안트로젠,65660,18-Dec,,54.69
3,안트로젠,65660,19-Dec,,57.6
0,알로이스,297570,18-Dec,,13.425
1,알로이스,297570,19-Dec,,43.41
0,알루코,1780,11-Dec,5.681818182,90.89
1,알루코,1780,12-Dec,1.123595506,91.46
2,알루코,1780,13-Dec,-2.298850575,91.98
3,알루코,1780,14-Dec,2.247191011,91.175
4,알루코,1780,15-Dec,-2.298850575,90.055
5,알루코,1780,16-Dec,1.136363636,89.125
6,알루코,1780,17-Dec,2.222222222,90.23
7,알루코,1780,18-Dec,0,91.965
8,알루코,1780,19-Dec,-3.448275862,92.405
0,알리코제약,260660,18-Dec,,54.69
1,알리코제약,260660,19-Dec,,57.6
0,알서포트,131370,11-Dec,,0
1,알서포트,131370,12-Dec,,0
2,알서포트,131370,13-Dec,,0
3,알서포트,131370,14-Dec,,0
4,알서포트,131370,15-Dec,,0
5,알서포트,131370,16-Dec,,0
6,알서포트,131370,17-Dec,,0
7,알서포트,131370,18-Dec,,13.425
8,알서포트,131370,19-Dec,,43.41
0,알에스오토메이션,140670,17-Dec,,81.2
1,알에스오토메이션,140670,18-Dec,4.545454545,81.97
2,알에스오토메이션,140670,19-Dec,-1.149425287,81.8
0,알에프머트리얼즈,327260,19-Dec,,81.8
0,알에프세미,96610,11-Dec,-1.5625,78.63
1,알에프세미,96610,12-Dec,14.66666667,79.75
2,알에프세미,96610,13-Dec,3.846153846,81.65
3,알에프세미,96610,14-Dec,7.142857143,81.58
4,알에프세미,96610,15-Dec,0,81.36
5,알에프세미,96610,16-Dec,0,82.3
6,알에프세미,96610,17-Dec,3.448275862,81.2
7,알에프세미,96610,18-Dec,-4.819277108,81.97
8,알에프세미,96610,19-Dec,-2.469135802,81.8
0,알에프에이치아이씨,218410,15-Dec,,0
1,알에프에이치아이씨,218410,16-Dec,,0
2,알에프에이치아이씨,218410,17-Dec,,0
3,알에프에이치아이씨,218410,18-Dec,-15.78947368,13.425
4,알에프에이치아이씨,218410,19-Dec,9.523809524,43.41
0,알에프텍,61040,11-Dec,1.136363636,78.63
1,알에프텍,61040,12-Dec,-1.149425287,79.75
2,알에프텍,61040,13-Dec,4.395604396,81.65
3,알에프텍,61040,14-Dec,2.150537634,81.58
4,알에프텍,61040,15-Dec,-3.333333333,81.36
5,알에프텍,61040,16-Dec,-1.123595506,82.3
6,알에프텍,61040,17-Dec,0,81.2
7,알에프텍,61040,18-Dec,0,81.97
8,알에프텍,61040,19-Dec,-3.488372093,81.8
0,알엔투테크놀로지,148250,16-Dec,,82.3
1,알엔투테크놀로지,148250,17-Dec,,81.2
2,알엔투테크놀로지,148250,18-Dec,,81.97
3,알엔투테크놀로지,148250,19-Dec,,81.8
0,알테오젠,196170,14-Dec,,0
1,알테오젠,196170,15-Dec,-66.66666667,0
2,알테오젠,196170,16-Dec,70.32967033,3.42
3,알테오젠,196170,17-Dec,0,27.81
4,알테오젠,196170,18-Dec,-5.813953488,50.99
5,알테오젠,196170,19-Dec,-38.70967742,50.43
0,알톤스포츠,123750,11-Dec,,82.98
1,알톤스포츠,123750,12-Dec,0,82.985
2,알톤스포츠,123750,13-Dec,-1.492537313,88
3,알톤스포츠,123750,14-Dec,-4.6875,91.475
4,알톤스포츠,123750,15-Dec,5.882352941,88.85
5,알톤스포츠,123750,16-Dec,0,87.545
6,알톤스포츠,123750,17-Dec,17.07317073,88.54
7,알톤스포츠,123750,18-Dec,-3.797468354,91.865
8,알톤스포츠,123750,19-Dec,9.195402299,90.035
0,알티캐스트,85810,13-Dec,,9.26
1,알티캐스트,85810,14-Dec,,9.49
2,알티캐스트,85810,15-Dec,,26.25
3,알티캐스트,85810,16-Dec,,32.73
4,알티캐스트,85810,17-Dec,,35.91
5,알티캐스트,85810,18-Dec,,40.29
6,알티캐스트,85810,19-Dec,,47.1
0,알파홀딩스,117670,11-Dec,,78.63
1,알파홀딩스,117670,12-Dec,,79.75
2,알파홀딩스,117670,13-Dec,,81.65
3,알파홀딩스,117670,14-Dec,,81.58
4,알파홀딩스,117670,15-Dec,,81.36
5,알파홀딩스,117670,16-Dec,,82.3
6,알파홀딩스,117670,17-Dec,-1.086956522,81.2
7,알파홀딩스,117670,18-Dec,-1.098901099,81.97
8,알파홀딩스,117670,19-Dec,-10.97560976,81.8
0,압타바이오,293780,19-Dec,,50.43
0,애경산업,18250,18-Dec,,81.48
1,애경산업,18250,19-Dec,5.769230769,79.49
0,애경케미칼,161000,12-Dec,,80.41
1,애경케미칼,161000,13-Dec,-1.075268817,80.36
2,애경케미칼,161000,14-Dec,-1.086956522,79.71
3,애경케미칼,161000,15-Dec,-1.098901099,77.5
4,애경케미칼,161000,16-Dec,-7.058823529,77.25
5,애경케미칼,161000,17-Dec,1.162790698,78.45
6,애경케미칼,161000,18-Dec,4.444444444,81.48
7,애경케미칼,161000,19-Dec,1.098901099,79.49
0,애니젠,196300,16-Dec,,52.51
1,애니젠,196300,17-Dec,,52.32
2,애니젠,196300,18-Dec,,54.69
3,애니젠,196300,19-Dec,,57.6
0,애니플러스,310200,18-Dec,,13.425
1,애니플러스,310200,19-Dec,,43.41
0,애드바이오텍,179530,19-Dec,,57.6
0,애머릿지코퍼레이션,900100,11-Dec,3.296703297,89.79
1,애머릿지코퍼레이션,900100,12-Dec,-3.409090909,89.82
2,애머릿지코퍼레이션,900100,13-Dec,-2.325581395,88.75
3,애머릿지코퍼레이션,900100,14-Dec,-2.380952381,85.5
4,애머릿지코퍼레이션,900100,15-Dec,4.545454545,89.64
5,애머릿지코퍼레이션,900100,16-Dec,3.296703297,88.22
6,애머릿지코퍼레이션,900100,17-Dec,3.191489362,93.29
7,애머릿지코퍼레이션,900100,18-Dec,-28.76712329,74.19
8,애머릿지코퍼레이션,900100,19-Dec,-48.97959184,52.67
0,액션스퀘어,205500,14-Dec,,0
1,액션스퀘어,205500,15-Dec,,0
2,액션스퀘어,205500,16-Dec,,0
3,액션스퀘어,205500,17-Dec,,0
4,액션스퀘어,205500,18-Dec,,13.425
5,액션스퀘어,205500,19-Dec,,43.41
0,액토즈소프트,52790,11-Dec,1.515151515,5.55
1,액토즈소프트,52790,12-Dec,-1.538461538,9.16
2,액토즈소프트,52790,13-Dec,-32.65306122,9.26
3,액토즈소프트,52790,14-Dec,18.33333333,9.49
4,액토즈소프트,52790,15-Dec,-13.20754717,26.25
5,액토즈소프트,52790,16-Dec,-3.921568627,32.73
6,액토즈소프트,52790,17-Dec,-4.081632653,35.91
7,액토즈소프트,52790,18-Dec,-32.43243243,40.29
8,액토즈소프트,52790,19-Dec,-54.16666667,47.1
0,액트로,290740,18-Dec,,81.15
1,액트로,290740,19-Dec,4.87804878,80.98
0,앤디포스,238090,16-Dec,,79.14
1,앤디포스,238090,17-Dec,,82.615
2,앤디포스,238090,18-Dec,,83.27
3,앤디포스,238090,19-Dec,6.756756757,81.665
0,앤씨앤,92600,11-Dec,,78.63
1,앤씨앤,92600,12-Dec,,79.75
2,앤씨앤,92600,13-Dec,32.55813953,81.65
3,앤씨앤,92600,14-Dec,-38.70967742,81.58
4,앤씨앤,92600,15-Dec,-1.639344262,81.36
5,앤씨앤,92600,16-Dec,6.153846154,82.3
6,앤씨앤,92600,17-Dec,4.411764706,81.2
7,앤씨앤,92600,18-Dec,12.82051282,81.97
8,앤씨앤,92600,19-Dec,-4,81.8
0,앱클론,174900,17-Dec,,52.32
1,앱클론,174900,18-Dec,,54.69
2,앱클론,174900,19-Dec,,57.6
0,야스,255440,17-Dec,,80.02
1,야스,255440,18-Dec,-1.492537313,81.15
2,야스,255440,19-Dec,8.219178082,80.98
0,양지사,30960,11-Jun,,69.55
1,양지사,30960,12-Jun,,79.35
2,양지사,30960,13-Jun,,77.89
3,양지사,30960,14-Jun,,74.66
4,양지사,30960,15-Jun,,80.94
5,양지사,30960,16-Jun,,69.725
6,양지사,30960,17-Jun,,70.57
7,양지사,30960,18-Jun,,76.77
8,양지사,30960,19-Jun,,78.06
0,어보브반도체,102120,11-Dec,2.469135802,78.63
1,어보브반도체,102120,12-Dec,-5.194805195,79.75
2,어보브반도체,102120,13-Dec,-1.315789474,81.65
3,어보브반도체,102120,14-Dec,1.298701299,81.58
4,어보브반도체,102120,15-Dec,0,81.36
5,어보브반도체,102120,16-Dec,-1.315789474,82.3
6,어보브반도체,102120,17-Dec,0,81.2
7,어보브반도체,102120,18-Dec,0,81.97
8,어보브반도체,102120,19-Dec,-7.042253521,81.8
0,어스앤에어로스페이스,263540,17-Dec,,88.54
1,어스앤에어로스페이스,263540,18-Dec,,91.865
2,어스앤에어로스페이스,263540,19-Dec,,90.035
0,얼라인드제네틱스,238120,16-Dec,,56.81
1,얼라인드제네틱스,238120,17-Dec,-30.55555556,64.32
2,얼라인드제네틱스,238120,18-Dec,12.19512195,63.41
3,얼라인드제네틱스,238120,19-Dec,0,64.46
0,에너토크,19990,11-Dec,,73.85
1,에너토크,19990,12-Dec,,75.13
2,에너토크,19990,13-Dec,,74.77
3,에너토크,19990,14-Dec,,76.93
4,에너토크,19990,15-Dec,,77.48
5,에너토크,19990,16-Dec,,78.73
6,에너토크,19990,17-Dec,2.739726027,80.02
7,에너토크,19990,18-Dec,-4.285714286,81.15
8,에너토크,19990,19-Dec,2.777777778,80.98
0,에넥스,11090,11-Dec,-3.703703704,68.32
1,에넥스,11090,12-Dec,4.705882353,70.99
2,에넥스,11090,13-Dec,-3.658536585,72.77
3,에넥스,11090,14-Dec,-2.5,73.1
4,에넥스,11090,15-Dec,-1.265822785,75.54
5,에넥스,11090,16-Dec,3.658536585,75.33
6,에넥스,11090,17-Dec,2.380952381,71.71
7,에넥스,11090,18-Dec,7.692307692,73.37
8,에넥스,11090,19-Dec,0,72.68
0,에스넷시스템,38680,11-Dec,1.149425287,76.05
1,에스넷시스템,38680,12-Dec,-2.352941176,72.2
2,에스넷시스템,38680,13-Dec,1.162790698,75.75
3,에스넷시스템,38680,14-Dec,0,79.68
4,에스넷시스템,38680,15-Dec,3.370786517,81.79
5,에스넷시스템,38680,16-Dec,0,82.04
6,에스넷시스템,38680,17-Dec,-1.136363636,83.55
7,에스넷시스템,38680,18-Dec,-2.325581395,84.35
8,에스넷시스템,38680,19-Dec,1.149425287,82.22
0,에스디생명공학,217480,17-Dec,,78.45
1,에스디생명공학,217480,18-Dec,11.53846154,81.48
2,에스디생명공학,217480,19-Dec,23.52941176,79.49
0,에스디시스템,121890,11-Dec,,78.63
1,에스디시스템,121890,12-Dec,,79.75
2,에스디시스템,121890,13-Dec,,81.65
3,에스디시스템,121890,14-Dec,,81.58
4,에스디시스템,121890,15-Dec,,81.36
5,에스디시스템,121890,16-Dec,,82.3
6,에스디시스템,121890,17-Dec,,81.2
7,에스디시스템,121890,18-Dec,,81.97
8,에스디시스템,121890,19-Dec,,81.8
0,에스디엔,99220,11-Dec,4.819277108,80.81
1,에스디엔,99220,12-Dec,8.791208791,81.77
2,에스디엔,99220,13-Dec,-31.88405797,80.31
3,에스디엔,99220,14-Dec,6.756756757,80.28
4,에스디엔,99220,15-Dec,-10.44776119,81.66
5,에스디엔,99220,16-Dec,1.470588235,82.9
6,에스디엔,99220,17-Dec,5.555555556,82.45
7,에스디엔,99220,18-Dec,2.702702703,83.32
8,에스디엔,99220,19-Dec,-1.369863014,83.47
0,에스맥,97780,11-Dec,-1.123595506,78.63
1,에스맥,97780,12-Dec,1.111111111,79.75
2,에스맥,97780,13-Dec,-2.272727273,81.65
3,에스맥,97780,14-Dec,7.368421053,81.58
