,Unnamed: 0,회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원),재무활동으로 인한 현금흐름(*)(IFRS연결)(천원),영업활동,투자활동,재무활동,영업활동(연결),투자활동(연결),재무활동(연결),기업수명,기업수명(연결)
4366,4366,(주)에이디칩스,54630,19-Dec,-4067396,-2317945,11924002,,,,-,-,+,8,8,8,도입기,도입기
4367,4367,(주)에이디테크놀로지,200710,14-Dec,12250459,-22779909,12439628,12350066,-22896722,12439628,+,-,+,+,-,+,성장기,성장기
4368,4368,(주)에이디테크놀로지,200710,15-Dec,1828702,1062249,-3123817,1827955,1044003,-3123817,+,+,-,+,+,-,쇄신기,쇄신기
4369,4369,(주)에이디테크놀로지,200710,16-Dec,-1868635,99585,5011499,-1869869,136404,5011499,-,+,+,-,+,+,쇠퇴기,쇠퇴기
4370,4370,(주)에이디테크놀로지,200710,17-Dec,2903688,-155905,4000,,,,+,-,+,8,8,8,성장기,성장기
4371,4371,(주)에이디테크놀로지,200710,18-Dec,-8438594,4901033,7789768,-8415179,5018043,7789768,-,+,+,-,+,+,쇠퇴기,쇠퇴기
4372,4372,(주)에이디테크놀로지,200710,19-Dec,17891873,-12969552,16364148,17878472,-9752312,16364148,+,-,+,+,-,+,성장기,성장기
4373,4373,(주)에이루트,96690,11-Dec,4826580,-2509366,-2413442,,,,+,-,-,8,8,8,성숙기,성숙기
4374,4374,(주)에이루트,96690,12-Dec,1573960,-3484962,385131,1562070,-3297277,395778,+,-,+,+,-,+,성장기,성장기
4375,4375,(주)에이루트,96690,13-Dec,3264635,-657742,-140245,3263038,-1039410,114754,+,-,-,+,-,+,성숙기,성장기
4376,4376,(주)에이루트,96690,14-Dec,3402212,-2669059,-1853540,,,,+,-,-,8,8,8,성숙기,성숙기
4377,4377,(주)에이루트,96690,15-Dec,2303094,824316,1101295,,,,+,+,+,8,8,8,쇄신기,쇄신기
4378,4378,(주)에이루트,96690,16-Dec,-5874285,-47156931,85144687,-9461874,-61029324,107264687,-,-,+,-,-,+,도입기,도입기
4379,4379,(주)에이루트,96690,17-Dec,11252174,-30593828,-7460670,9909503,-29576505,-9159166,+,-,-,+,-,-,성숙기,성숙기
4380,4380,(주)에이루트,96690,18-Dec,1642823,-6454905,-897933,1426034,-8484707,-274525,+,-,-,+,-,-,성숙기,성숙기
4381,4381,(주)에이루트,96690,19-Dec,387290,-95490353,98251250,-6499549,-36388190,45220366,+,-,+,-,-,+,성장기,도입기
4382,4382,(주)에이블씨엔씨,78520,11-Dec,44990102,-30650717,-2376124,47431330,-32859386,-2376124,+,-,-,+,-,-,성숙기,성숙기
4383,4383,(주)에이블씨엔씨,78520,12-Dec,32764564,-34933224,-3914755,35930522,-36053549,-3914755,+,-,-,+,-,-,성숙기,성숙기
4384,4384,(주)에이블씨엔씨,78520,13-Dec,28511222,-32262803,844145,32709933,-33698767,844145,+,-,+,+,-,+,성장기,성장기
4385,4385,(주)에이블씨엔씨,78520,14-Dec,-11099195,-4292908,-3506800,-10995902,-8050758,-3506800,-,-,-,-,-,-,쇄신기,쇄신기
4386,4386,(주)에이블씨엔씨,78520,15-Dec,29048783,-16512120,-272287,33603488,-14839318,-272287,+,-,-,+,-,-,성숙기,성숙기
4387,4387,(주)에이블씨엔씨,78520,16-Dec,27258821,-5788145,-4284051,27184363,-4396150,-4284051,+,-,-,+,-,-,성숙기,성숙기
4388,4388,(주)에이블씨엔씨,78520,17-Dec,6574395,-107126115,99811726,4029973,-110339102,101645858,+,-,+,+,-,+,성장기,성장기
4389,4389,(주)에이블씨엔씨,78520,18-Dec,-35664781,27323778,-20857,-39512847,30565438,-20857,-,+,-,-,+,-,쇠퇴기,쇠퇴기
4390,4390,(주)에이블씨엔씨,78520,19-Dec,15829564,33892980,-31274153,5149716,45369151,-28173403,+,+,-,+,+,-,쇄신기,쇄신기
4391,4391,(주)에이비프로바이오,195990,15-Dec,-149350,-41898159,19435318,-324607,-41947423,19435318,-,-,+,-,-,+,도입기,도입기
4392,4392,(주)에이비프로바이오,195990,16-Dec,-4235984,-1671610,15876137,-10497396,2555375,24124151,-,-,+,-,+,+,도입기,쇠퇴기
4393,4393,(주)에이비프로바이오,195990,17-Dec,-18411816,-4491754,10639954,-34215916,5219841,12389738,-,-,+,-,+,+,도입기,쇠퇴기
4394,4394,(주)에이비프로바이오,195990,18-Dec,-1532360,-10972607,14380035,2465872,-7611630,7936488,-,-,+,+,-,+,도입기,성장기
4395,4395,(주)에이비프로바이오,195990,19-Dec,-7110795,-48804572,62238970,2672793,-97629267,103388849,-,-,+,+,-,+,도입기,성장기
4396,4396,(주)에이스침대,3800,11-Dec,32110187,-21674106,-2951251,32651663,-21632896,-3035858,+,-,-,+,-,-,성숙기,성숙기
4397,4397,(주)에이스침대,3800,12-Dec,27635155,-28069388,-3494730,27091219,-28839569,-3675338,+,-,-,+,-,-,성숙기,성숙기
4398,4398,(주)에이스침대,3800,13-Dec,25089548,-2343989,-2649527,24949382,-2331576,-2681134,+,-,-,+,-,-,성숙기,성숙기
4399,4399,(주)에이스침대,3800,14-Dec,21167636,-35295584,-2713102,21120091,-35234758,-2732082,+,-,-,+,-,-,성숙기,성숙기
4400,4400,(주)에이스침대,3800,15-Dec,40447096,-29968732,-4693678,40114353,-29959550,-4698559,+,-,-,+,-,-,성숙기,성숙기
4401,4401,(주)에이스침대,3800,16-Dec,30623739,-20851876,-5920347,30466414,-20845227,-5949882,+,-,-,+,-,-,성숙기,성숙기
4402,4402,(주)에이스침대,3800,17-Dec,28550106,-30913461,-5044635,28139014,-30121556,-5076503,+,-,-,+,-,-,성숙기,성숙기
4403,4403,(주)에이스침대,3800,18-Dec,42459026,-57978175,15926324,,,,+,-,+,8,8,8,성장기,성장기
4404,4404,(주)에이스침대,3800,19-Dec,46195190,-45855498,-4035015,,,,+,-,-,8,8,8,성숙기,성숙기
4405,4405,(주)에이스테크놀로지,88800,11-Dec,1996881,-2427387,9809102,11749532,12217203,6036725,+,-,+,+,+,+,성장기,쇄신기
4406,4406,(주)에이스테크놀로지,88800,12-Dec,-16159719,-859433,10354930,-16607847,-19104837,16362740,-,-,+,-,-,+,도입기,도입기
4407,4407,(주)에이스테크놀로지,88800,13-Dec,24531585,-8868306,-7195767,32149438,-9739732,-11209789,+,-,-,+,-,-,성숙기,성숙기
4408,4408,(주)에이스테크놀로지,88800,14-Dec,-14479414,-10152927,18415439,-2651651,-19324329,18258580,-,-,+,-,-,+,도입기,도입기
4409,4409,(주)에이스테크놀로지,88800,15-Dec,-15824587,-27193727,41038426,-21406529,-21644310,38938214,-,-,+,-,-,+,도입기,도입기
4410,4410,(주)에이스테크놀로지,88800,16-Dec,32884267,-15157431,-7988749,40465203,-24821527,4411893,+,-,-,+,-,+,성숙기,성장기
4411,4411,(주)에이스테크놀로지,88800,17-Dec,-28777659,-10812175,31373008,-32456279,-18877190,30968610,-,-,+,-,-,+,도입기,도입기
4412,4412,(주)에이스테크놀로지,88800,18-Dec,9943660,1489462,-12372679,21571790,-10912392,-14427852,+,+,-,+,-,-,쇄신기,성숙기
4413,4413,(주)에이스테크놀로지,88800,19-Dec,-14679537,19512097,-6822602,-2501164,1273771,914946,-,+,-,-,+,+,쇠퇴기,쇠퇴기
4414,4414,(주)에이스토리,241840,19-Dec,-7917387,-20952639,25445670,,,,-,-,+,8,8,8,도입기,도입기
4415,4415,(주)에이엔피,15260,11-Dec,5096190,-4404617,-913920,11489495,-15034605,5985120,+,-,-,+,-,+,성숙기,성장기
4416,4416,(주)에이엔피,15260,12-Dec,2634243,-1272617,-1288447,8061884,-15676628,1102242,+,-,-,+,-,+,성숙기,성장기
4417,4417,(주)에이엔피,15260,13-Dec,7996416,-5324942,7714518,12343178,-13315832,11284699,+,-,+,+,-,+,성장기,성장기
4418,4418,(주)에이엔피,15260,14-Dec,2527652,-7810815,939074,-1068110,-27752085,28792094,+,-,+,-,-,+,성장기,도입기
4419,4419,(주)에이엔피,15260,15-Dec,2077189,-9125004,5273519,5163554,-9124885,5273519,+,-,+,+,-,+,성장기,성장기
4420,4420,(주)에이엔피,15260,16-Dec,4762617,-5255679,2135281,3705095,-2449409,316503,+,-,+,+,-,+,성장기,성장기
4421,4421,(주)에이엔피,15260,17-Dec,-1351971,-27696043,28564494,-1886349,-27278468,28771995,-,-,+,-,-,+,도입기,도입기
4422,4422,(주)에이엔피,15260,18-Dec,-1040753,-20253892,17874663,687386,-21205088,16933703,-,-,+,+,-,+,도입기,성장기
4423,4423,(주)에이엔피,15260,19-Dec,-867341,12858872,-9833972,-406389,12157841,-9584068,-,+,-,-,+,-,쇠퇴기,쇠퇴기
4424,4424,(주)에이치비테크놀러지,78150,11-Dec,9417805,-5735080,-7673885,,,,+,-,-,8,8,8,성숙기,성숙기
4425,4425,(주)에이치비테크놀러지,78150,12-Dec,5600981,-23333033,22847758,,,,+,-,+,8,8,8,성장기,성장기
4426,4426,(주)에이치비테크놀러지,78150,13-Dec,15861028,-15093179,-14521711,,,,+,-,-,8,8,8,성숙기,성숙기
4427,4427,(주)에이치비테크놀러지,78150,14-Dec,5504830,-2286639,-1137299,,,,+,-,-,8,8,8,성숙기,성숙기
4428,4428,(주)에이치비테크놀러지,78150,15-Dec,16849818,-5304602,-9639273,,,,+,-,-,8,8,8,성숙기,성숙기
4429,4429,(주)에이치비테크놀러지,78150,16-Dec,50901809,-48574688,-4128388,,,,+,-,-,8,8,8,성숙기,성숙기
4430,4430,(주)에이치비테크놀러지,78150,17-Dec,49862310,-37110193,-1642270,,,,+,-,-,8,8,8,성숙기,성숙기
4431,4431,(주)에이치비테크놀러지,78150,18-Dec,-13230329,14968465,5189626,-7309858,27608129,6765626,-,+,+,-,+,+,쇠퇴기,쇠퇴기
4432,4432,(주)에이치비테크놀러지,78150,19-Dec,-1162125,-4780682,1649201,9505539,-10080403,3059598,-,-,+,+,-,+,도입기,성장기
4433,4433,(주)에이치시티,72990,16-Dec,1473843,-13135759,20865213,1461412,-13186104,20865213,+,-,+,+,-,+,성장기,성장기
4434,4434,(주)에이치시티,72990,17-Dec,4912164,-16179362,4643600,4733701,-15721126,4643600,+,-,+,+,-,+,성장기,성장기
4435,4435,(주)에이치시티,72990,18-Dec,6369269,-6612707,1161200,6713912,-6769077,1161200,+,-,+,+,-,+,성장기,성장기
4436,4436,(주)에이치시티,72990,19-Dec,12615417,-9764426,-708260,11325722,-8559293,-708260,+,-,-,+,-,-,성숙기,성숙기
4437,4437,(주)에이치알에스,36640,11-Dec,9977796,-4148258,-3077220,9502276,-2848809,-3077220,+,-,-,+,-,-,성숙기,성숙기
4438,4438,(주)에이치알에스,36640,12-Dec,1845552,-2705465,-2407278,1685693,-3110673,-2407278,+,-,-,+,-,-,성숙기,성숙기
4439,4439,(주)에이치알에스,36640,13-Dec,7067106,-11285578,6909436,6886456,-11131028,6909436,+,-,+,+,-,+,성장기,성장기
4440,4440,(주)에이치알에스,36640,14-Dec,7050127,-6011847,-1208068,6921201,-5519429,-1208068,+,-,-,+,-,-,성숙기,성숙기
4441,4441,(주)에이치알에스,36640,15-Dec,6565137,-3850856,-17625,6371101,-3789197,-17625,+,-,-,+,-,-,성숙기,성숙기
4442,4442,(주)에이치알에스,36640,16-Dec,2881083,-2128192,4595616,2699055,-2164938,4595616,+,-,+,+,-,+,성장기,성장기
4443,4443,(주)에이치알에스,36640,17-Dec,3036544,-323650,-586644,2965168,-409907,-586644,+,-,-,+,-,-,성숙기,성숙기
4444,4444,(주)에이치알에스,36640,18-Dec,-16677006,-554886,10667616,-17324175,113884,10667616,-,-,+,-,+,+,도입기,쇠퇴기
4445,4445,(주)에이치알에스,36640,19-Dec,18558155,4358545,-16326518,19910484,3883276,-16473535,+,+,-,+,+,-,쇄신기,쇄신기
4446,4446,(주)에이치앤비디자인,227100,18-Dec,-2252226,-1757098,3944361,-2660030,-1233566,3935980,-,-,+,-,-,+,도입기,도입기
4447,4447,(주)에이치앤비디자인,227100,19-Dec,-5205932,-1001498,6508103,-5508518,-1014752,6594121,-,-,+,-,-,+,도입기,도입기
4448,4448,(주)에이치엘사이언스,239610,16-Dec,5527469,-30630962,29588770,,,,+,-,+,8,8,8,성장기,성장기
4449,4449,(주)에이치엘사이언스,239610,17-Dec,5834980,-8387625,-1425809,,,,+,-,-,8,8,8,성숙기,성숙기
4450,4450,(주)에이치엘사이언스,239610,18-Dec,13021719,-7230972,-946995,,,,+,-,-,8,8,8,성숙기,성숙기
4451,4451,(주)에이치엘사이언스,239610,19-Dec,21380175,-14020093,-1526804,,,,+,-,-,8,8,8,성숙기,성숙기
4452,4452,(주)에이치케이,44780,11-Dec,-421307,-409263,2590902,-666481,-330703,2727199,-,-,+,-,-,+,도입기,도입기
4453,4453,(주)에이치케이,44780,12-Dec,3699929,-994943,-4651941,3585560,-769720,-4842844,+,-,-,+,-,-,성숙기,성숙기
4454,4454,(주)에이치케이,44780,13-Dec,172986,-3714860,4044970,230037,-3706049,4044970,+,-,+,+,-,+,성장기,성장기
4455,4455,(주)에이치케이,44780,14-Dec,-2969727,-8898785,13311417,-2992339,-8898785,13311417,-,-,+,-,-,+,도입기,도입기
4456,4456,(주)에이치케이,44780,15-Dec,1473711,-2886143,1180069,1551181,-2653944,1180069,+,-,+,+,-,+,성장기,성장기
4457,4457,(주)에이치케이,44780,16-Dec,5672399,-214005,-6132540,6258673,-343412,-6132540,+,-,-,+,-,-,성숙기,성숙기
4458,4458,(주)에이치케이,44780,17-Dec,7841092,-74464,-2320256,8029549,-131200,-2320256,+,-,-,+,-,-,성숙기,성숙기
4459,4459,(주)에이치케이,44780,18-Dec,-819867,-3562076,172854,-2012467,-5609403,3957054,-,-,+,-,-,+,도입기,도입기
4460,4460,(주)에이치케이,44780,19-Dec,4143337,-109602,-2805807,4193940,-420945,-2805807,+,-,-,+,-,-,성숙기,성숙기
4461,4461,(주)에이텍,45660,11-Dec,18250574,-9592879,151986,18320360,-9592879,151986,+,-,+,+,-,+,성장기,성장기
4462,4462,(주)에이텍,45660,12-Dec,447378,-6688104,-1048297,,,,+,-,-,8,8,8,성숙기,성숙기
4463,4463,(주)에이텍,45660,13-Dec,8948810,360634,-1253787,,,,+,+,-,8,8,8,쇄신기,쇄신기
4464,4464,(주)에이텍,45660,14-Dec,5101328,-9465643,-499307,,,,+,-,-,8,8,8,성숙기,성숙기
4465,4465,(주)에이텍,45660,15-Dec,-134139,10813239,-11705806,,,,-,+,-,8,8,8,쇠퇴기,쇠퇴기
4466,4466,(주)에이텍,45660,16-Dec,3241892,-936897,1811769,,,,+,-,+,8,8,8,성장기,성장기
4467,4467,(주)에이텍,45660,17-Dec,14333909,-18046489,-156972,,,,+,-,-,8,8,8,성숙기,성숙기
4468,4468,(주)에이텍,45660,18-Dec,552044,-565589,-557092,,,,+,-,-,8,8,8,성숙기,성숙기
4469,4469,(주)에이텍,45660,19-Dec,6701610,-11274874,-1987173,,,,+,-,-,8,8,8,성숙기,성숙기
4470,4470,(주)에이텍티앤,224110,15-Dec,5234638,-4832330,-14055,,,,+,-,-,8,8,8,성숙기,성숙기
4471,4471,(주)에이텍티앤,224110,16-Dec,-1967117,-52664,-408914,,,,-,-,-,8,8,8,쇄신기,쇄신기
4472,4472,(주)에이텍티앤,224110,17-Dec,5079286,-20599054,8100000,18865578,-20992870,8100000,+,-,+,+,-,+,성장기,성장기
4473,4473,(주)에이텍티앤,224110,18-Dec,4563743,-721034,-3509975,8680839,-5329722,-3519499,+,-,-,+,-,-,성숙기,성숙기
4474,4474,(주)에이텍티앤,224110,19-Dec,119927,-1818194,2126825,22212500,-16194561,4049598,+,-,+,+,-,+,성장기,성장기
4475,4475,(주)에이트원,230980,16-Dec,-310613,2950403,-523800,,,,-,+,-,8,8,8,쇠퇴기,쇠퇴기
4476,4476,(주)에이트원,230980,17-Dec,791362,-14867347,11421721,791362,-14867347,11421721,+,-,+,+,-,+,성장기,성장기
4477,4477,(주)에이트원,230980,18-Dec,2108639,-10292453,10257150,4479821,-8034331,5808712,+,-,+,+,-,+,성장기,성장기
4478,4478,(주)에이트원,230980,19-Dec,-2364516,7443938,2080593,-1333029,359835,4370284,-,+,+,-,+,+,쇠퇴기,쇠퇴기
4479,4479,(주)에이티세미콘,89530,11-Dec,43595021,-41408872,4077361,,,,+,-,+,8,8,8,성장기,성장기
4480,4480,(주)에이티세미콘,89530,12-Dec,43614587,-32812567,-14955496,,,,+,-,-,8,8,8,성숙기,성숙기
4481,4481,(주)에이티세미콘,89530,13-Dec,17795714,-28130665,13462954,18229524,-28079143,13018784,+,-,+,+,-,+,성장기,성장기
4482,4482,(주)에이티세미콘,89530,14-Dec,36128435,-7245662,-33877203,,,,+,-,-,8,8,8,성숙기,성숙기
4483,4483,(주)에이티세미콘,89530,15-Dec,24177822,-95220,-22860537,,,,+,-,-,8,8,8,성숙기,성숙기
4484,4484,(주)에이티세미콘,89530,16-Dec,12019921,9377735,-22463933,,,,+,+,-,8,8,8,쇄신기,쇄신기
4485,4485,(주)에이티세미콘,89530,17-Dec,16438757,1705620,-16202228,,,,+,+,-,8,8,8,쇄신기,쇄신기
4486,4486,(주)에이티세미콘,89530,18-Dec,18385915,-18638240,1652215,18117875,-18275981,1652215,+,-,+,+,-,+,성장기,성장기
4487,4487,(주)에이티세미콘,89530,19-Dec,17164119,-49089116,33088240,16618615,-48388133,33221287,+,-,+,+,-,+,성장기,성장기
4488,4488,(주)에이팩트,200470,14-Dec,15794445,76583,-7048978,,,,+,+,-,8,8,8,쇄신기,쇄신기
4489,4489,(주)에이팩트,200470,15-Dec,5369727,-16335689,-3974960,,,,+,-,-,8,8,8,성숙기,성숙기
4490,4490,(주)에이팩트,200470,16-Dec,4749399,911891,-3974960,,,,+,+,-,8,8,8,쇄신기,쇄신기
4491,4491,(주)에이팩트,200470,17-Dec,7117353,-11418188,16025040,,,,+,-,+,8,8,8,성장기,성장기
4492,4492,(주)에이팩트,200470,18-Dec,28971975,-43683015,32000000,,,,+,-,+,8,8,8,성장기,성장기
4493,4493,(주)에이팩트,200470,19-Dec,16068948,-39832080,5295423,,,,+,-,+,8,8,8,성장기,성장기
4494,4494,(주)에이프로젠,7460,11-Dec,2436880,-10421762,-3107878,6958921,-18738696,-888090,+,-,-,+,-,-,성숙기,성숙기
4495,4495,(주)에이프로젠,7460,12-Dec,24337022,-15397149,-9628290,24572471,14952473,-42184738,+,-,-,+,+,-,성숙기,쇄신기
4496,4496,(주)에이프로젠,7460,13-Dec,-6400724,-1582561,9394839,,,,-,-,+,8,8,8,도입기,도입기
4497,4497,(주)에이프로젠,7460,14-Dec,20422206,9747210,-31913067,,,,+,+,-,8,8,8,쇄신기,쇄신기
4498,4498,(주)에이프로젠,7460,15-Dec,1173192,-28754,-655458,,,,+,-,-,8,8,8,성숙기,성숙기
4499,4499,(주)에이프로젠,7460,16-Dec,2730158,-1336540,-2289169,,,,+,-,-,8,8,8,성숙기,성숙기
4500,4500,(주)에이프로젠,7460,17-Dec,8074246,-84678572,188035341,8074246,-84433785,188035341,+,-,+,+,-,+,성장기,성장기
4501,4501,(주)에이프로젠,7460,18-Dec,-1385917,-210116216,159340169,-1489227,-210047140,159340169,-,-,+,-,-,+,도입기,도입기
4502,4502,(주)에이프로젠,7460,19-Dec,-1561448,-86448537,69430905,-1115654,-151412662,164224124,-,-,+,-,-,+,도입기,도입기
4503,4503,(주)에이프로젠헬스케어앤게임즈,109960,11-Dec,-2776469,1455499,1780165,,,,-,+,+,8,8,8,쇠퇴기,쇠퇴기
4504,4504,(주)에이프로젠헬스케어앤게임즈,109960,12-Dec,1006718,-735607,-1578918,,,,+,-,-,8,8,8,성숙기,성숙기
4505,4505,(주)에이프로젠헬스케어앤게임즈,109960,13-Dec,1195717,-939567,351450,1215261,-919688,331450,+,-,+,+,-,+,성장기,성장기
4506,4506,(주)에이프로젠헬스케어앤게임즈,109960,14-Dec,394672,349322,-1315447,,,,+,+,-,8,8,8,쇄신기,쇄신기
4507,4507,(주)에이프로젠헬스케어앤게임즈,109960,15-Dec,-1972233,-118990,19902048,,,,-,-,+,8,8,8,도입기,도입기
4508,4508,(주)에이프로젠헬스케어앤게임즈,109960,16-Dec,-9800537,-11618567,7440380,-9714519,-11190254,7440380,-,-,+,-,-,+,도입기,도입기
4509,4509,(주)에이프로젠헬스케어앤게임즈,109960,17-Dec,1621060,-113828620,124140219,850155,-113232065,124140219,+,-,+,+,-,+,성장기,성장기
4510,4510,(주)에이프로젠헬스케어앤게임즈,109960,18-Dec,4741143,-98635575,86587239,4362694,-98343865,86587239,+,-,+,+,-,+,성장기,성장기
4511,4511,(주)에이프로젠헬스케어앤게임즈,109960,19-Dec,1396178,17983575,-11879169,986074,17964403,-11435980,+,+,-,+,+,-,쇄신기,쇄신기
4512,4512,(주)에치에프알,230240,15-Dec,,,,,,,8,8,8,8,8,8,8,8
4513,4513,(주)에치에프알,230240,16-Dec,,,,,,,8,8,8,8,8,8,8,8
4514,4514,(주)에치에프알,230240,17-Dec,,,,,,,8,8,8,8,8,8,8,8
4515,4515,(주)에치에프알,230240,18-Dec,-6902088,6632207,15214572,-3277010,4442281,14159090,-,+,+,-,+,+,쇠퇴기,쇠퇴기
4516,4516,(주)에치에프알,230240,19-Dec,12819547,-22146698,17463754,12899727,-13439413,14641776,+,-,+,+,-,+,성장기,성장기
4517,4517,(주)에코마케팅,230360,16-Dec,5795396,-51336337,36773299,5817041,-51336337,36773299,+,-,+,+,-,+,성장기,성장기
4518,4518,(주)에코마케팅,230360,17-Dec,6585750,2428777,-4163421,7245731,4099384,-4163421,+,+,-,+,+,-,쇄신기,쇄신기
4519,4519,(주)에코마케팅,230360,18-Dec,14219673,-13186841,-2029959,14529475,-12463458,-2697727,+,-,-,+,-,-,성숙기,성숙기
4520,4520,(주)에코마케팅,230360,19-Dec,17013319,11150528,-14554909,21293476,26298949,-20822297,+,+,-,+,+,-,쇄신기,쇄신기
4521,4521,(주)에코프로,86520,11-Dec,1395568,-23716094,24306824,,,,+,-,+,8,8,8,성장기,성장기
4522,4522,(주)에코프로,86520,12-Dec,11305475,-5562789,-6953699,,,,+,-,-,8,8,8,성숙기,성숙기
4523,4523,(주)에코프로,86520,13-Dec,18074220,-24229531,5437951,,,,+,-,+,8,8,8,성장기,성장기
4524,4524,(주)에코프로,86520,14-Dec,14411643,-17705272,2714279,,,,+,-,+,8,8,8,성장기,성장기
4525,4525,(주)에코프로,86520,15-Dec,22017290,-32968361,14220929,,,,+,-,+,8,8,8,성장기,성장기
4526,4526,(주)에코프로,86520,16-Dec,11457638,-34062934,33880069,3738713,-98537366,111849697,+,-,+,+,-,+,성장기,성장기
4527,4527,(주)에코프로,86520,17-Dec,12991358,-23893184,3902424,23652635,-102921941,80452283,+,-,+,+,-,+,성장기,성장기
4528,4528,(주)에코프로,86520,18-Dec,-1382449,2210950,-5003131,12289034,-106473863,87185277,-,+,-,+,-,+,쇠퇴기,성장기
4529,4529,(주)에코프로,86520,19-Dec,8101643,-16297769,9309428,-14998465,-215133944,249124570,+,-,+,-,-,+,성장기,도입기
4530,4530,(주)에코프로비엠,247540,16-Dec,,,,,,,8,8,8,8,8,8,8,8
4531,4531,(주)에코프로비엠,247540,17-Dec,,,,,,,8,8,8,8,8,8,8,8
4532,4532,(주)에코프로비엠,247540,19-Dec,12799839,-182264929,180062636,,,,+,-,+,8,8,8,성장기,성장기
4533,4533,(주)에프알텍,73540,11-Dec,1470617,360807,-39000,,,,+,+,-,8,8,8,쇄신기,쇄신기
4534,4534,(주)에프알텍,73540,12-Dec,9995208,-6961677,0,,,,+,-,0,8,8,8,9,9
4535,4535,(주)에프알텍,73540,13-Dec,6243205,-9151105,2557066,,,,+,-,+,8,8,8,성장기,성장기
4536,4536,(주)에프알텍,73540,14-Dec,5152288,-7660794,5581,4647650,-6257785,78081,+,-,+,+,-,+,성장기,성장기
4537,4537,(주)에프알텍,73540,15-Dec,-2423159,-1338490,2700000,-3330389,-1145549,2717444,-,-,+,-,-,+,도입기,도입기
4538,4538,(주)에프알텍,73540,16-Dec,-3675225,-3664819,2802305,-4664600,-2150974,2802305,-,-,+,-,-,+,도입기,도입기
4539,4539,(주)에프알텍,73540,17-Dec,-3318929,-4384749,11961041,-4788602,-3492066,11903350,-,-,+,-,-,+,도입기,도입기
